1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
15,0
20,0
25,0
30,0
35,0
40,0
45,0
50,0
60,0
70,0
80,0
90,0
100,0
125,0
150,0
175,0
200,0
250,0
300,0
350,7e-05
400,0.00021
450,0.00049
500,0.00113
600,0.00246
700,0.00532
800,0.0107
900,0.01557
1000,0.02266
1250,0.03005
1500,0.03793
1750,0.05319
2000,0.07737
